Filename,Image_Type,Pair,Predicted_Engagement,Predicted_Cross_Prob,Reason
conversation_1772190876271_raw.jpg,Raw,"[1, 3]",medium,0.3,People 1 and 3 are in a group and seem to be talking.
conversation_1772190876271_raw.jpg,Raw,"[2, 3]",high,0.2,People 2 and 3 are close together and facing each other.
conversation_1772190876271_raw.jpg,Raw,"[1, 4]",low,0.7,Person 1 and 4 are far apart and not interacting.
conversation_1772190876271_raw.jpg,Annotated,"[1, 2]",low,0.7,"They are not facing each other, suggesting low engagement."
conversation_1772190876271_raw.jpg,Annotated,"[1, 3]",low,0.7,"They are not facing each other, suggesting low engagement."
conversation_1772190876271_raw.jpg,Annotated,"[1, 4]",low,0.8,They are far apart and not facing each other.
conversation_1772190876271_raw.jpg,Annotated,"[2, 3]",medium,0.5,"They are close to each other, suggesting medium engagement."
conversation_1772190876271_raw.jpg,Annotated,"[2, 4]",low,0.7,"They are not facing each other, suggesting low engagement."
conversation_1772190876271_raw.jpg,Annotated,"[3, 4]",low,0.7,"They are not facing each other, suggesting low engagement."
conversation_1772190876271_raw.jpg,Depth,"[1, 2]",medium,0.3,"The pair is close together, suggesting a possible interaction."
conversation_1772190876271_raw.jpg,Depth,"[2, 3]",medium,0.3,"The pair is close together, suggesting a possible interaction."
conversation_1772190876271_raw.jpg,Depth,"[1, 3]",medium,0.3,"The pair is close together, suggesting a possible interaction."
conversation_1772190914887_raw.jpg,Raw,"[1, 2]",medium,0.3,The two people are standing close to each other.
conversation_1772190914887_raw.jpg,Raw,"[1, 4]",medium,0.3,The two people are facing each other and seem to be talking.
conversation_1772190914887_raw.jpg,Raw,"[2, 4]",medium,0.3,The two people are facing each other and seem to be talking.
conversation_1772190914887_raw.jpg,Annotated,"[1, 2]",medium,0.3,"People 1 and 2 are close and facing the same direction, so the robot should not cross."
conversation_1772190914887_raw.jpg,Annotated,"[1, 3]",low,0.7,"People 1 and 3 are not facing each other, so the robot can cross."
conversation_1772190914887_raw.jpg,Annotated,"[1, 4]",low,0.7,"People 1 and 4 are not facing each other, so the robot can cross."
conversation_1772190914887_raw.jpg,Annotated,"[2, 3]",low,0.7,"People 2 and 3 are not facing each other, so the robot can cross."
conversation_1772190914887_raw.jpg,Annotated,"[2, 4]",low,0.7,"People 2 and 4 are not facing each other, so the robot can cross."
conversation_1772190914887_raw.jpg,Annotated,"[3, 4]",medium,0.4,"People 3 and 4 are close and facing each other, so the robot should not cross."
conversation_1772190914887_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are close together, suggesting a possible conversation."
conversation_1772190914887_raw.jpg,Depth,"[1, 3]",medium,0.3,"The two people are close together, suggesting a possible conversation."
conversation_1772190914887_raw.jpg,Depth,"[2, 3]",medium,0.3,"The two people are close together, suggesting a possible conversation."
conversation_1772190919598_raw.jpg,Raw,"[1, 2]",medium,0.3,The two people are standing close and facing each other.
conversation_1772190919598_raw.jpg,Raw,"[1, 4]",medium,0.3,The two people are standing close and facing each other.
conversation_1772190919598_raw.jpg,Raw,"[2, 4]",medium,0.3,The two people are standing close and facing each other.
conversation_1772190919598_raw.jpg,Raw,"[4, 5]",low,0.6,Person 5 is further away and not directly facing person 4.
conversation_1772190919598_raw.jpg,Raw,"[1, 5]",low,0.7,Person 1 is not directly facing person 5.
conversation_1772190919598_raw.jpg,Raw,"[2, 5]",low,0.7,Person 2 is not directly facing person 5.
conversation_1772190919598_raw.jpg,Annotated,"[1, 2]",low,0.7,They are standing close but not directly facing each other.
conversation_1772190919598_raw.jpg,Annotated,"[1, 3]",low,0.8,They are not facing each other and are relatively far apart.
conversation_1772190919598_raw.jpg,Annotated,"[1, 4]",low,0.8,They are not facing each other and are relatively far apart.
conversation_1772190919598_raw.jpg,Annotated,"[2, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190919598_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190919598_raw.jpg,Annotated,"[3, 4]",medium,0.4,They are facing each other and appear to be talking.
conversation_1772190919598_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are close and facing each other.
conversation_1772190919598_raw.jpg,Depth,"[1, 3]",medium,0.3,The two people are close and facing each other.
conversation_1772190919598_raw.jpg,Depth,"[2, 3]",medium,0.3,The two people are close and facing each other.
conversation_1772190998468_raw.jpg,Raw,"[2, 3]",medium,0.3,"They are standing close and facing each other, indicating a conversation."
conversation_1772190998468_raw.jpg,Raw,"[2, 4]",medium,0.3,"They are standing close and facing each other, indicating a conversation."
conversation_1772190998468_raw.jpg,Raw,"[3, 4]",medium,0.3,"They are standing close and facing each other, indicating a conversation."
conversation_1772190998468_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are far apart.
conversation_1772190998468_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are far apart.
conversation_1772190998468_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other and are far apart.
conversation_1772190998468_raw.jpg,Annotated,"[2, 3]",medium,0.4,They are close to each other and may be talking.
conversation_1772190998468_raw.jpg,Annotated,"[2, 4]",medium,0.4,They are close to each other and may be talking.
conversation_1772190998468_raw.jpg,Annotated,"[3, 4]",medium,0.4,They are close to each other and may be talking.
conversation_1772190998468_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are close together, suggesting a conversation."
conversation_1772191002323_raw.jpg,Raw,"[2, 3]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Raw,"[2, 4]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Raw,"[3, 4]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191002323_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191002323_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191002323_raw.jpg,Annotated,"[2, 3]",medium,0.4,They are close to each other and may be talking.
conversation_1772191002323_raw.jpg,Annotated,"[2, 4]",medium,0.4,They are close to each other and may be talking.
conversation_1772191002323_raw.jpg,Annotated,"[3, 4]",medium,0.3,They are very close and likely engaged in conversation.
conversation_1772191002323_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are close together, suggesting a possible conversation."
conversation_1772191002323_raw.jpg,Depth,"[2, 3]",medium,0.4,"The two people are close together, suggesting a possible conversation."
conversation_1772191002323_raw.jpg,Depth,"[1, 3]",medium,0.3,"The two people are close together, suggesting a possible conversation."
conversation_1772191011664_raw.jpg,Raw,"[1, 2]",medium,0.3,People 1 and 2 are likely engaged in a conversation.
conversation_1772191011664_raw.jpg,Raw,"[1, 3]",medium,0.3,People 1 and 3 are likely engaged in a conversation.
conversation_1772191011664_raw.jpg,Raw,"[2, 3]",medium,0.3,People 2 and 3 are likely engaged in a conversation.
conversation_1772191011664_raw.jpg,Raw,"[1, 4]",low,0.7,"Person 4 is not facing person 1, suggesting low engagement."
conversation_1772191011664_raw.jpg,Raw,"[2, 4]",low,0.7,"Person 4 is not facing person 2, suggesting low engagement."
conversation_1772191011664_raw.jpg,Raw,"[3, 4]",low,0.7,"Person 4 is not facing person 3, suggesting low engagement."
conversation_1772191011664_raw.jpg,Annotated,"[1, 2]",low,0.7,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Annotated,"[1, 3]",low,0.7,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Annotated,"[1, 4]",low,0.8,They are not facing each other and are not close.
conversation_1772191011664_raw.jpg,Annotated,"[2, 3]",medium,0.5,They are facing each other and appear to be talking.
conversation_1772191011664_raw.jpg,Annotated,"[2, 4]",low,0.8,They are not facing each other and are not close.
conversation_1772191011664_raw.jpg,Annotated,"[3, 4]",low,0.7,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are standing close to each other.
conversation_1772191011664_raw.jpg,Depth,"[2, 3]",medium,0.3,The two people are standing close to each other.
conversation_1772191011664_raw.jpg,Depth,"[3, 4]",medium,0.3,The two people are standing close to each other.
conversation_1772191011664_raw.jpg,Depth,"[1, 3]",medium,0.2,The two people are standing close to each other.
conversation_1772191011664_raw.jpg,Depth,"[1, 4]",medium,0.2,The two people are standing close to each other.
conversation_1772191011664_raw.jpg,Depth,"[2, 4]",medium,0.2,The two people are standing close to each other.
conversation_1772191025950_raw.jpg,Raw,"[1, 2]",medium,0.3,They are standing close and may be talking.
conversation_1772191025950_raw.jpg,Raw,"[1, 3]",medium,0.3,They are standing close and may be talking.
conversation_1772191025950_raw.jpg,Raw,"[2, 3]",high,0.2,They are standing close and facing each other.
conversation_1772191025950_raw.jpg,Raw,"[1, 4]",low,0.6,Person 4 is facing away from person 1.
conversation_1772191025950_raw.jpg,Raw,"[2, 4]",low,0.6,Person 4 is facing away from person 2.
conversation_1772191025950_raw.jpg,Raw,"[3, 4]",low,0.6,Person 4 is facing away from person 3.
conversation_1772191025950_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Annotated,"[2, 3]",medium,0.4,They are facing each other and close.
conversation_1772191025950_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Annotated,"[3, 4]",low,0.6,"They are close, but not directly facing each other."
conversation_1772191025950_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are close to each other.
conversation_1772191025950_raw.jpg,Depth,"[1, 3]",medium,0.3,The two people are close to each other.
conversation_1772191025950_raw.jpg,Depth,"[2, 3]",medium,0.3,The two people are close to each other.
conversation_1772191031801_raw.jpg,Raw,"[1, 2]",medium,0.3,They are close and may be talking.
conversation_1772191031801_raw.jpg,Raw,"[1, 3]",medium,0.3,They are close and may be talking.
conversation_1772191031801_raw.jpg,Raw,"[1, 4]",low,0.7,They are not facing each other.
conversation_1772191031801_raw.jpg,Raw,"[2, 3]",medium,0.4,They are close and may be talking.
conversation_1772191031801_raw.jpg,Raw,"[2, 4]",medium,0.5,They are close and may be talking.
conversation_1772191031801_raw.jpg,Raw,"[3, 4]",medium,0.4,They are close and may be talking.
conversation_1772191031801_raw.jpg,Annotated,"[2, 3]",medium,0.3,They are close and may be talking.
conversation_1772191031801_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not facing each other.
conversation_1772191031801_raw.jpg,Annotated,"[3, 4]",medium,0.4,They are close and facing each other.
conversation_1772191031801_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are facing each other, suggesting a conversation."
conversation_1772191038149_raw.jpg,Raw,"[1, 2]",medium,0.3,The people are in a group and seem to be talking.
conversation_1772191038149_raw.jpg,Raw,"[1, 3]",medium,0.3,The people are in a group and seem to be talking.
conversation_1772191038149_raw.jpg,Raw,"[2, 3]",medium,0.3,The people are in a group and seem to be talking.
conversation_1772191038149_raw.jpg,Annotated,"[1, 2]",medium,0.3,They are close and may be talking.
conversation_1772191038149_raw.jpg,Annotated,"[2, 3]",medium,0.3,They are close and may be talking.
conversation_1772191038149_raw.jpg,Annotated,"[1, 3]",medium,0.3,They are close and may be talking.
conversation_1772191038149_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people seem to be engaged in a conversation.
conversation_1772191038149_raw.jpg,Depth,"[1, 3]",medium,0.2,"The people are in a group, so crossing is not advised."
conversation_1772191038149_raw.jpg,Depth,"[2, 3]",medium,0.3,"The people are in a group, so crossing is not advised."
conversation_1772191042561_raw.jpg,Raw,"[2, 3]",medium,0.3,"The two people are standing close and facing each other, suggesting a conversation."
conversation_1772191042561_raw.jpg,Raw,"[2, 1]",low,0.7,"The two people are not facing each other, suggesting a low engagement."
conversation_1772191042561_raw.jpg,Raw,"[3, 1]",low,0.7,"The two people are not facing each other, suggesting a low engagement."
conversation_1772191042561_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are separated by a large object.
conversation_1772191042561_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are separated by a large object.
conversation_1772191042561_raw.jpg,Annotated,"[2, 3]",medium,0.5,They are standing close and may be talking.
conversation_1772191042561_raw.jpg,Depth,"[1, 2]",medium,0.3,The pair seems to be engaged in a conversation.
conversation_1772191042561_raw.jpg,Depth,"[1, 3]",medium,0.3,The pair seems to be engaged in a conversation.
conversation_1772191042561_raw.jpg,Depth,"[2, 3]",medium,0.3,The pair seems to be engaged in a conversation.
conversation_1772191057388_raw.jpg,Raw,"[1, 2]",high,0.1,People 1 and 2 are facing each other and appear to be in conversation.
conversation_1772191057388_raw.jpg,Raw,"[2, 3]",medium,0.6,"People 2 and 3 are close, but not directly facing each other."
conversation_1772191057388_raw.jpg,Raw,"[1, 3]",low,0.7,People 1 and 3 are not facing each other and are further apart.
conversation_1772191057388_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191057388_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191057388_raw.jpg,Annotated,"[2, 3]",medium,0.4,"They are close and facing each other, suggesting a conversation."
conversation_1772191057388_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are facing each other, suggesting a conversation."
conversation_1772191065053_raw.jpg,Raw,"[1, 2]",low,0.6,"They are not directly facing each other, suggesting a lower engagement."
conversation_1772191065053_raw.jpg,Raw,"[1, 3]",low,0.7,They are not interacting and are relatively far apart.
conversation_1772191065053_raw.jpg,Raw,"[2, 3]",medium,0.4,They are standing close and could be interacting about the box.
conversation_1772191065053_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191065053_raw.jpg,Annotated,"[2, 3]",low,0.6,"They are not facing each other, but are close together."
conversation_1772191065053_raw.jpg,Annotated,"[1, 3]",low,0.8,They are not facing each other and are relatively far apart.
conversation_1772191065053_raw.jpg,Depth,"[1, 2]",medium,0.3,"They are close together, suggesting a possible interaction."
conversation_1772191065053_raw.jpg,Depth,"[1, 3]",medium,0.3,"They are close together, suggesting a possible interaction."
conversation_1772191065053_raw.jpg,Depth,"[2, 3]",medium,0.3,"They are close together, suggesting a possible interaction."
conversation_1772191067548_raw.jpg,Raw,"[1, 2]",medium,0.3,"The two people are facing each other, so there is a medium engagement."
conversation_1772191067548_raw.jpg,Annotated,"[1, 2]",low,0.7,The two people are not facing each other and are relatively far apart.
conversation_1772191067548_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are facing each other, suggesting a conversation."
conversation_1772191072086_raw.jpg,Raw,"[1, 2]",medium,0.3,People 1 and 2 are close and interacting with an object.
conversation_1772191072086_raw.jpg,Raw,"[3, 4]",low,0.6,"People 3 and 4 are standing near each other, but not directly facing each other."
conversation_1772191072086_raw.jpg,Raw,"[1, 3]",low,0.7,People 1 and 3 are not interacting and are relatively far apart.
conversation_1772191072086_raw.jpg,Raw,"[1, 4]",low,0.7,People 1 and 4 are not interacting and are relatively far apart.
conversation_1772191072086_raw.jpg,Raw,"[2, 3]",low,0.7,People 2 and 3 are not interacting and are relatively far apart.
conversation_1772191072086_raw.jpg,Raw,"[2, 4]",low,0.7,People 2 and 4 are not interacting and are relatively far apart.
conversation_1772191072086_raw.jpg,Annotated,"[1, 2]",medium,0.3,They are close and may be interacting.
conversation_1772191072086_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other.
conversation_1772191072086_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other.
conversation_1772191072086_raw.jpg,Annotated,"[2, 3]",low,0.7,They are not facing each other.
conversation_1772191072086_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not facing each other.
conversation_1772191072086_raw.jpg,Annotated,"[3, 4]",medium,0.4,They are close and may be interacting.
conversation_1772191072086_raw.jpg,Depth,"[1, 2]",medium,0.3,The two humans are close and may be talking.
conversation_1772191075378_raw.jpg,Raw,"[2, 3]",medium,0.3,They are standing close and facing each other.
conversation_1772191075378_raw.jpg,Raw,"[2, 4]",low,0.6,They are in the same general area but not directly interacting.
conversation_1772191075378_raw.jpg,Raw,"[3, 4]",low,0.7,They are in the same general area but not directly interacting.
conversation_1772191075378_raw.jpg,Annotated,"[1, 2]",low,0.7,"They are standing near each other, but not facing each other."
conversation_1772191075378_raw.jpg,Annotated,"[1, 3]",low,0.8,They are not facing each other and are relatively far apart.
conversation_1772191075378_raw.jpg,Annotated,"[1, 4]",low,0.8,They are not facing each other and are relatively far apart.
conversation_1772191075378_raw.jpg,Annotated,"[2, 3]",low,0.6,"They are standing near each other, but not facing each other."
conversation_1772191075378_raw.jpg,Annotated,"[2, 4]",low,0.6,"They are standing near each other, but not facing each other."
conversation_1772191075378_raw.jpg,Annotated,"[3, 4]",medium,0.3,They are standing close and facing each other.
conversation_1772191075378_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are close together, suggesting a possible conversation."
ignoring_1772190408910_raw.jpg,Depth,"[1, 2]",low,0.7,The people are far apart and not facing each other.
ignoring_1772191117906_raw.jpg,Raw,"[1, 2]",low,0.7,People 1 and 2 are not facing each other.
ignoring_1772191117906_raw.jpg,Raw,"[1, 3]",low,0.7,People 1 and 3 are not facing each other.
ignoring_1772191117906_raw.jpg,Raw,"[1, 4]",low,0.7,People 1 and 4 are not facing each other.
ignoring_1772191117906_raw.jpg,Raw,"[2, 3]",low,0.6,People 2 and 3 are not facing each other.
ignoring_1772191117906_raw.jpg,Raw,"[2, 4]",medium,0.4,People 2 and 4 are close to each other.
ignoring_1772191117906_raw.jpg,Raw,"[3, 4]",low,0.7,People 3 and 4 are not facing each other.
ignoring_1772191117906_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191117906_raw.jpg,Annotated,"[1, 3]",low,0.8,They are not facing each other and are relatively far apart.
ignoring_1772191117906_raw.jpg,Annotated,"[1, 4]",low,0.8,They are not facing each other and are relatively far apart.
ignoring_1772191117906_raw.jpg,Annotated,"[2, 3]",low,0.6,"They are not facing each other, but are closer."
ignoring_1772191117906_raw.jpg,Annotated,"[2, 4]",low,0.6,"They are not facing each other, but are closer."
ignoring_1772191117906_raw.jpg,Annotated,"[3, 4]",medium,0.4,They are close to each other and may be talking.
ignoring_1772191117906_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are close to each other.
ignoring_1772191117906_raw.jpg,Depth,"[2, 3]",medium,0.3,The two people are close to each other.
ignoring_1772191117906_raw.jpg,Depth,"[1, 3]",medium,0.3,The two people are part of a group.
ignoring_1772191121089_raw.jpg,Raw,"[1, 2]",medium,0.3,The two people are standing close and may be talking.
ignoring_1772191121089_raw.jpg,Raw,"[3, 4]",low,0.7,The two people are standing far apart and not facing each other.
ignoring_1772191121089_raw.jpg,Annotated,"[1, 2]",medium,0.3,People 1 and 2 are close and facing each other.
ignoring_1772191121089_raw.jpg,Annotated,"[1, 3]",low,0.7,People 1 and 3 are far apart.
ignoring_1772191121089_raw.jpg,Annotated,"[1, 4]",low,0.7,People 1 and 4 are far apart.
ignoring_1772191121089_raw.jpg,Annotated,"[2, 3]",low,0.7,People 2 and 3 are far apart.
ignoring_1772191121089_raw.jpg,Annotated,"[2, 4]",low,0.7,People 2 and 4 are far apart.
ignoring_1772191121089_raw.jpg,Annotated,"[3, 4]",low,0.6,People 3 and 4 are far apart.
ignoring_1772191121089_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people seem to be engaged in a conversation.
ignoring_1772191129574_raw.jpg,Raw,"[2, 3]",high,0.1,People 2 and 3 are facing each other and appear to be in conversation.
ignoring_1772191129574_raw.jpg,Raw,"[1, 2]",low,0.7,"People 1 and 2 are not facing each other, suggesting low engagement."
ignoring_1772191129574_raw.jpg,Raw,"[1, 3]",low,0.7,"People 1 and 3 are not facing each other, suggesting low engagement."
ignoring_1772191129574_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191129574_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191129574_raw.jpg,Annotated,"[2, 3]",medium,0.4,"They are close and facing each other, indicating a conversation."
ignoring_1772191129574_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are close to each other.
ignoring_1772191129574_raw.jpg,Depth,"[1, 3]",medium,0.3,The two people are close to each other.
ignoring_1772191129574_raw.jpg,Depth,"[2, 3]",medium,0.3,The two people are close to each other.
ignoring_1772191135272_raw.jpg,Raw,"[2, 3]",medium,0.3,"They are close and one is on the phone, suggesting a conversation."
ignoring_1772191135272_raw.jpg,Raw,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191135272_raw.jpg,Raw,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191135272_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191135272_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191135272_raw.jpg,Annotated,"[2, 3]",medium,0.4,They are close to each other and may be talking.
ignoring_1772191135272_raw.jpg,Depth,"[1, 2]",low,0.6,The people are not facing each other.
ignoring_1772191135272_raw.jpg,Depth,"[1, 3]",low,0.7,The people are not facing each other.
ignoring_1772191135272_raw.jpg,Depth,"[2, 3]",low,0.6,The people are not facing each other.
ignoring_1772191143087_raw.jpg,Raw,"[3, 4]",medium,0.3,They are standing close and may be talking.
ignoring_1772191143087_raw.jpg,Raw,"[1, 2]",low,0.7,They are standing near each other but not directly interacting.
ignoring_1772191143087_raw.jpg,Raw,"[1, 3]",low,0.8,They are far apart and not facing each other.
ignoring_1772191143087_raw.jpg,Raw,"[1, 4]",low,0.8,They are far apart and not facing each other.
ignoring_1772191143087_raw.jpg,Raw,"[2, 3]",low,0.7,They are not facing each other and are somewhat distant.
ignoring_1772191143087_raw.jpg,Raw,"[2, 4]",low,0.7,They are not facing each other and are somewhat distant.
ignoring_1772191143087_raw.jpg,Annotated,"[1, 2]",medium,0.3,They are close to each other and might be talking.
ignoring_1772191143087_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191143087_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191143087_raw.jpg,Annotated,"[2, 3]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191143087_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not facing each other and are relatively far apart.
ignoring_1772191143087_raw.jpg,Annotated,"[3, 4]",medium,0.4,They are close to each other and might be talking.
ignoring_1772191143087_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people seem to be facing each other.
ignoring_1772191143087_raw.jpg,Depth,"[2, 3]",medium,0.4,The two people seem to be facing each other.
ignoring_1772191143087_raw.jpg,Depth,"[1, 3]",medium,0.3,The two people seem to be facing each other.
ignoring_1772191145124_raw.jpg,Raw,"[1, 2]",low,0.7,They are not facing each other and are not close.
ignoring_1772191145124_raw.jpg,Raw,"[1, 3]",low,0.7,They are not facing each other and are not close.
ignoring_1772191145124_raw.jpg,Raw,"[1, 4]",low,0.7,They are not facing each other and are not close.
ignoring_1772191145124_raw.jpg,Raw,"[2, 3]",medium,0.4,They are standing close and may be talking.
ignoring_1772191145124_raw.jpg,Raw,"[2, 4]",low,0.6,They are not facing each other.
ignoring_1772191145124_raw.jpg,Raw,"[3, 4]",low,0.7,They are not facing each other and are not close.
ignoring_1772191145124_raw.jpg,Annotated,"[1, 2]",low,0.7,"They are close, but not facing each other."
ignoring_1772191145124_raw.jpg,Annotated,"[1, 3]",low,0.8,They are not facing each other.
ignoring_1772191145124_raw.jpg,Annotated,"[1, 4]",low,0.8,They are not facing each other.
ignoring_1772191145124_raw.jpg,Annotated,"[2, 3]",low,0.7,They are not facing each other.
ignoring_1772191145124_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not facing each other.
ignoring_1772191145124_raw.jpg,Annotated,"[3, 4]",medium,0.5,They are standing close and facing the same direction.
ignoring_1772191145124_raw.jpg,Depth,"[1, 2]",low,0.7,"The people are standing near each other, but not directly facing each other."
ignoring_1772191158321_raw.jpg,Raw,"[1, 2]",medium,0.3,"The two people are standing close and looking at a phone, indicating a conversation."
ignoring_1772191158321_raw.jpg,Raw,"[1, 3]",low,0.7,"The person on the left is not facing the person on the right, suggesting low engagement."
