Filename,Image_Type,Pair,Predicted_Engagement,Predicted_Cross_Prob,Reason
conversation_1772190919598_raw.jpg,Grayscale,"[2, 4]",low,0.8,They are not interacting and are far apart.
conversation_1772190919598_raw.jpg,Grayscale,"[3, 4]",medium,0.4,They are facing each other and appear to be talking.
conversation_1772190919598_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are close and may be talking.
conversation_1772190919598_raw.jpg,Depth,"[1, 3]",medium,0.3,The two people are close and may be talking.
conversation_1772190919598_raw.jpg,Depth,"[2, 3]",medium,0.3,The two people are close and may be talking.
conversation_1772190998468_raw.jpg,Raw,"[2, 3]",medium,0.3,They are standing close and facing each other.
conversation_1772190998468_raw.jpg,Raw,"[2, 4]",medium,0.3,They are standing close and facing each other.
conversation_1772190998468_raw.jpg,Raw,"[3, 4]",medium,0.3,They are standing close and facing each other.
conversation_1772190998468_raw.jpg,Raw,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190998468_raw.jpg,Raw,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190998468_raw.jpg,Raw,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190998468_raw.jpg,Annotated,"[2, 3]",high,0.1,They are standing very close and likely talking.
conversation_1772190998468_raw.jpg,Annotated,"[2, 4]",high,0.1,They are standing very close and likely talking.
conversation_1772190998468_raw.jpg,Annotated,"[3, 4]",high,0.1,They are standing very close and likely talking.
conversation_1772190998468_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are far apart.
conversation_1772190998468_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are far apart.
conversation_1772190998468_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other and are far apart.
conversation_1772190998468_raw.jpg,Grayscale,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190998468_raw.jpg,Grayscale,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190998468_raw.jpg,Grayscale,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772190998468_raw.jpg,Grayscale,"[2, 3]",medium,0.3,They are close together and may be talking.
conversation_1772190998468_raw.jpg,Grayscale,"[2, 4]",medium,0.3,They are close together and may be talking.
conversation_1772190998468_raw.jpg,Grayscale,"[3, 4]",medium,0.3,They are close together and may be talking.
conversation_1772190998468_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are close to each other, suggesting a medium level of engagement."
conversation_1772190998468_raw.jpg,Depth,"[1, 3]",medium,0.3,"The two people are close to each other, suggesting a medium level of engagement."
conversation_1772190998468_raw.jpg,Depth,"[2, 3]",high,0.1,"The two people are very close to each other, suggesting a high level of engagement."
conversation_1772191002323_raw.jpg,Raw,"[2, 3]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Raw,"[2, 4]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Raw,"[3, 4]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Raw,"[1, 2]",low,0.7,They are not facing each other.
conversation_1772191002323_raw.jpg,Raw,"[1, 3]",low,0.7,They are not facing each other.
conversation_1772191002323_raw.jpg,Raw,"[1, 4]",low,0.7,They are not facing each other.
conversation_1772191002323_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191002323_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191002323_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191002323_raw.jpg,Annotated,"[2, 3]",medium,0.4,They are close together and may be talking.
conversation_1772191002323_raw.jpg,Annotated,"[2, 4]",medium,0.4,They are close together and may be talking.
conversation_1772191002323_raw.jpg,Annotated,"[3, 4]",medium,0.3,They are very close together and likely engaged in conversation.
conversation_1772191002323_raw.jpg,Grayscale,"[2, 3]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Grayscale,"[2, 4]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Grayscale,"[3, 4]",medium,0.3,They are standing close and may be talking.
conversation_1772191002323_raw.jpg,Grayscale,"[1, 2]",low,0.7,They are not facing each other.
conversation_1772191002323_raw.jpg,Grayscale,"[1, 3]",low,0.7,They are not facing each other.
conversation_1772191002323_raw.jpg,Grayscale,"[1, 4]",low,0.7,They are not facing each other.
conversation_1772191002323_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are close together, suggesting a possible conversation."
conversation_1772191002323_raw.jpg,Depth,"[1, 3]",medium,0.3,"The two people are close together, suggesting a possible conversation."
conversation_1772191002323_raw.jpg,Depth,"[2, 3]",high,0.1,"The two people are very close together, suggesting a strong engagement."
conversation_1772191011664_raw.jpg,Raw,"[1, 2]",medium,0.3,People 1 and 2 are standing close and may be talking.
conversation_1772191011664_raw.jpg,Raw,"[1, 3]",low,0.6,People 1 and 3 are not directly facing each other.
conversation_1772191011664_raw.jpg,Raw,"[1, 4]",low,0.7,People 1 and 4 are not facing each other and are far apart.
conversation_1772191011664_raw.jpg,Raw,"[2, 3]",medium,0.4,People 2 and 3 are standing close and facing each other.
conversation_1772191011664_raw.jpg,Raw,"[2, 4]",low,0.7,People 2 and 4 are not facing each other and are far apart.
conversation_1772191011664_raw.jpg,Raw,"[3, 4]",low,0.6,People 3 and 4 are not facing each other and are far apart.
conversation_1772191011664_raw.jpg,Annotated,"[1, 2]",low,0.7,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Annotated,"[1, 3]",low,0.8,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Annotated,"[1, 4]",low,0.9,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Annotated,"[2, 3]",medium,0.5,They are standing close and facing each other.
conversation_1772191011664_raw.jpg,Annotated,"[2, 4]",low,0.7,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Annotated,"[3, 4]",low,0.6,"They are standing near each other, but not directly interacting."
conversation_1772191011664_raw.jpg,Grayscale,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191011664_raw.jpg,Grayscale,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191011664_raw.jpg,Grayscale,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191011664_raw.jpg,Grayscale,"[2, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191011664_raw.jpg,Grayscale,"[2, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191011664_raw.jpg,Grayscale,"[3, 4]",low,0.6,"They are close to each other, but not directly facing each other."
conversation_1772191011664_raw.jpg,Depth,"[1, 2]",medium,0.3,"The pair is close together, suggesting a possible conversation."
conversation_1772191011664_raw.jpg,Depth,"[1, 3]",medium,0.3,"The pair is close together, suggesting a possible conversation."
conversation_1772191011664_raw.jpg,Depth,"[2, 3]",medium,0.3,"The pair is close together, suggesting a possible conversation."
conversation_1772191025950_raw.jpg,Raw,"[1, 2]",low,0.6,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Raw,"[1, 3]",low,0.6,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Raw,"[1, 4]",low,0.7,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Raw,"[2, 3]",medium,0.4,They are facing each other and seem to be talking.
conversation_1772191025950_raw.jpg,Raw,"[2, 4]",low,0.6,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Raw,"[3, 4]",low,0.6,They are not directly facing each other.
conversation_1772191025950_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191025950_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191025950_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191025950_raw.jpg,Annotated,"[2, 3]",medium,0.4,"They are close to each other, suggesting a possible interaction."
conversation_1772191025950_raw.jpg,Annotated,"[2, 4]",low,0.6,They are not facing each other and are relatively far apart.
conversation_1772191025950_raw.jpg,Annotated,"[3, 4]",medium,0.3,"They are close to each other, suggesting a possible interaction."
conversation_1772191025950_raw.jpg,Grayscale,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191025950_raw.jpg,Grayscale,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191025950_raw.jpg,Grayscale,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191025950_raw.jpg,Grayscale,"[2, 3]",medium,0.4,They are close to each other and may be interacting.
conversation_1772191025950_raw.jpg,Grayscale,"[2, 4]",medium,0.4,They are close to each other and may be interacting.
conversation_1772191025950_raw.jpg,Grayscale,"[3, 4]",medium,0.3,They are very close and likely interacting.
conversation_1772191025950_raw.jpg,Depth,"[1, 2]",medium,0.3,"The pair is close together, suggesting a possible conversation."
conversation_1772191025950_raw.jpg,Depth,"[1, 3]",medium,0.3,"The pair is close together, suggesting a possible conversation."
conversation_1772191025950_raw.jpg,Depth,"[2, 3]",high,0.1,"The pair is very close together, suggesting an intimate conversation."
conversation_1772191031801_raw.jpg,Raw,"[1, 2]",medium,0.3,The two people are close and seem to be talking.
conversation_1772191031801_raw.jpg,Raw,"[1, 3]",low,0.7,The two people are not facing each other.
conversation_1772191031801_raw.jpg,Raw,"[1, 4]",low,0.7,The two people are not facing each other.
conversation_1772191031801_raw.jpg,Raw,"[2, 3]",low,0.7,The two people are not facing each other.
conversation_1772191031801_raw.jpg,Raw,"[2, 4]",medium,0.4,The two people are close and seem to be talking.
conversation_1772191031801_raw.jpg,Raw,"[3, 4]",medium,0.4,The two people are close and seem to be talking.
conversation_1772191031801_raw.jpg,Annotated,"[2, 3]",medium,0.3,They are close and may be talking.
conversation_1772191031801_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not facing each other.
conversation_1772191031801_raw.jpg,Annotated,"[3, 4]",medium,0.4,They are close and may be talking.
conversation_1772191031801_raw.jpg,Grayscale,"[2, 3]",low,0.7,They are not directly facing each other.
conversation_1772191031801_raw.jpg,Grayscale,"[2, 4]",low,0.7,They are not directly facing each other.
conversation_1772191031801_raw.jpg,Grayscale,"[3, 4]",medium,0.4,They are standing close and facing each other.
conversation_1772191031801_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are standing close to each other.
conversation_1772191038149_raw.jpg,Raw,"[1, 2]",medium,0.3,The two people are relatively close and may be talking.
conversation_1772191038149_raw.jpg,Raw,"[1, 3]",medium,0.3,The two people are relatively close and may be talking.
conversation_1772191038149_raw.jpg,Raw,"[2, 3]",medium,0.3,The two people are relatively close and may be talking.
conversation_1772191038149_raw.jpg,Annotated,"[1, 2]",medium,0.3,They are standing close and may be talking.
conversation_1772191038149_raw.jpg,Annotated,"[1, 3]",medium,0.3,They are standing close and may be talking.
conversation_1772191038149_raw.jpg,Annotated,"[2, 3]",medium,0.3,They are standing close and may be talking.
conversation_1772191038149_raw.jpg,Grayscale,"[1, 2]",medium,0.3,"The people are standing close to each other, so the robot should not cross."
conversation_1772191038149_raw.jpg,Grayscale,"[1, 3]",medium,0.3,"The people are standing close to each other, so the robot should not cross."
conversation_1772191038149_raw.jpg,Grayscale,"[2, 3]",medium,0.3,"The people are standing close to each other, so the robot should not cross."
conversation_1772191038149_raw.jpg,Depth,"[1, 2]",medium,0.3,"The people are close together, so the robot should not cross."
conversation_1772191038149_raw.jpg,Depth,"[1, 3]",medium,0.3,"The people are close together, so the robot should not cross."
conversation_1772191038149_raw.jpg,Depth,"[2, 3]",medium,0.3,"The people are close together, so the robot should not cross."
conversation_1772191042561_raw.jpg,Raw,"[1, 2]",low,0.6,"Person 1 is focused on moving the board, and person 2 is not directly interacting with them."
conversation_1772191042561_raw.jpg,Raw,"[1, 3]",low,0.7,"Person 1 is focused on moving the board, and person 3 is not directly interacting with them."
conversation_1772191042561_raw.jpg,Raw,"[2, 3]",medium,0.4,People 2 and 3 are standing close to each other and may be talking.
conversation_1772191042561_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191042561_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191042561_raw.jpg,Annotated,"[2, 3]",medium,0.4,They are standing close and facing the same direction.
conversation_1772191042561_raw.jpg,Grayscale,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191042561_raw.jpg,Grayscale,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191042561_raw.jpg,Grayscale,"[2, 3]",medium,0.5,They are standing close to each other.
conversation_1772191042561_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are close and may be talking.
conversation_1772191042561_raw.jpg,Depth,"[1, 3]",medium,0.3,The two people are close and may be talking.
conversation_1772191042561_raw.jpg,Depth,"[2, 3]",high,0.1,The two people are very close and facing each other.
conversation_1772191057388_raw.jpg,Raw,"[1, 2]",high,0.1,People 1 and 2 are facing each other and appear to be in conversation.
conversation_1772191057388_raw.jpg,Raw,"[1, 3]",low,0.6,"People 1 and 3 are not facing each other, suggesting low engagement."
conversation_1772191057388_raw.jpg,Raw,"[2, 3]",medium,0.4,"People 2 and 3 are in proximity, suggesting some engagement."
conversation_1772191057388_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are a bit far apart.
conversation_1772191057388_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are a bit far apart.
conversation_1772191057388_raw.jpg,Annotated,"[2, 3]",medium,0.4,"They are close and facing each other, likely talking."
conversation_1772191057388_raw.jpg,Grayscale,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191057388_raw.jpg,Grayscale,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191057388_raw.jpg,Grayscale,"[2, 3]",medium,0.4,"They are close and facing each other, suggesting a conversation."
conversation_1772191057388_raw.jpg,Depth,"[1, 2]",medium,0.3,The two people are close and may be talking.
conversation_1772191065053_raw.jpg,Raw,"[1, 2]",low,0.7,"They are not directly facing each other, suggesting low engagement."
conversation_1772191065053_raw.jpg,Raw,"[1, 3]",low,0.7,"They are not directly facing each other, suggesting low engagement."
conversation_1772191065053_raw.jpg,Raw,"[2, 3]",medium,0.5,"They are close and may be interacting, suggesting medium engagement."
conversation_1772191065053_raw.jpg,Annotated,"[1, 2]",low,0.7,They are not facing each other and are not close.
conversation_1772191065053_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are not close.
conversation_1772191065053_raw.jpg,Annotated,"[2, 3]",low,0.6,"They are close to each other, but not facing each other."
conversation_1772191065053_raw.jpg,Grayscale,"[1, 2]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191065053_raw.jpg,Grayscale,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191065053_raw.jpg,Grayscale,"[2, 3]",low,0.6,"They are close to each other, but not facing each other."
conversation_1772191065053_raw.jpg,Depth,"[1, 2]",medium,0.3,The people are close together and may be engaged in conversation.
conversation_1772191065053_raw.jpg,Depth,"[1, 3]",medium,0.3,The people are close together and may be engaged in conversation.
conversation_1772191065053_raw.jpg,Depth,"[2, 3]",medium,0.3,The people are close together and may be engaged in conversation.
conversation_1772191067548_raw.jpg,Raw,"[1, 2]",low,0.7,"The two people are not directly facing each other, suggesting a low engagement."
conversation_1772191067548_raw.jpg,Annotated,"[1, 2]",low,0.7,The two people are not facing each other and are not very close.
conversation_1772191067548_raw.jpg,Grayscale,"[1, 2]",low,0.7,"They are not looking at each other, so the robot can probably cross."
conversation_1772191067548_raw.jpg,Depth,"[1, 2]",medium,0.3,"The two people are facing each other and are close, suggesting a conversation."
conversation_1772191072086_raw.jpg,Raw,"[1, 2]",medium,0.3,The two people are close and interacting with an object.
conversation_1772191072086_raw.jpg,Raw,"[1, 3]",low,0.7,"They are not directly interacting, but are in the same general area."
conversation_1772191072086_raw.jpg,Raw,"[1, 4]",low,0.8,They are not directly interacting and are relatively far apart.
conversation_1772191072086_raw.jpg,Raw,"[2, 3]",low,0.6,"They are in the same general area, but not directly interacting."
conversation_1772191072086_raw.jpg,Raw,"[2, 4]",low,0.7,They are not directly interacting and are somewhat far apart.
conversation_1772191072086_raw.jpg,Raw,"[3, 4]",medium,0.4,They are close to each other and may be interacting.
conversation_1772191072086_raw.jpg,Annotated,"[1, 2]",medium,0.3,"They are close and facing each other, suggesting a conversation."
conversation_1772191072086_raw.jpg,Annotated,"[1, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191072086_raw.jpg,Annotated,"[1, 4]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191072086_raw.jpg,Annotated,"[2, 3]",low,0.7,They are not facing each other and are relatively far apart.
conversation_1772191072086_raw.jpg,Annotated,"[2, 4]",low,0.7,They are not facing each other and are relatively far apart.
